actor_id,repo_id,org_id
22860381,312806970,74409800
21091736,322819905,61609124
27493959,330653175,13644056
27856297,263019265,45824183
49699333,100513718,8168535
75245169,346638663,2813507
2453698,2269193,274801
5702348,14730707,4390820
58971522,67749109,1335026
49699333,100513718,8168535
49699333,100513718,8168535
2285205,355249880,80108293
29545487,76874660,379216
26334818,119729003,139426
20182680,354936157,12324908
1590072,95912417,3299148
27856297,263019265,45824183
27856297,188457198,932489
49699333,100513718,8168535
370680,344122456,23196074
41898282,353394682,81699130
9969784,156939672,6154722
370680,344122456,23196074
81848438,229293658,20172349
4736168,24779493,6262639
21091736,322819905,61609124
866677,325420207,75253497
4736168,24779493,6262639
249955,2209077,878437
278509,724712,5430905
27856297,188457198,932489
809346,95423486,14196419
47759732,190245054,51376203
26334818,119729003,139426
2135445,32829432,962416
77103376,145151933,25085580
1413280,168408954,1510096
1019628,121360155,35520196
10093880,148458736,9745149
48340428,65331875,19156602
21091736,322819905,61609124
1516402,28895195,10428818
76155125,355240787,76155125
7578046,201430782,391127
14157143,32873313,1918868
19728,357889447,72732719
47759732,190245054,51376203
40779233,145670155,10245193
3491902,243530669,61500353
77103376,136248488,7600578
44233683,2126244,2918581
563412,357889451,68994199
211696,354386424,81697263
17663068,279007470,68179106
76540804,60273704,131524
80667593,348576975,18273000
19728,357889447,72732719
6583109,68010506,20764484
41898282,353394682,81699130
31884435,356770801,79303186
9465551,326948085,76056787
14347159,181739240,7657900
21091736,322819905,61609124
25991192,146289227,42533817
61922058,348097709,61922147
563412,357889451,68994199
5069736,319481281,75905413
57156955,280486800,517980
75245169,346638663,2813507
249955,2209077,878437
5620073,238415581,60692218
48340428,65331875,19156602
50018038,246079929,14187135
12167857,289034413,7195757
4391380,47927525,14870995
20058915,311237969,36267228
81137278,3402186,22484708
30262465,357622270,68775130
21091736,322819905,61609124
40779233,145670155,10245193
4115580,46522468,9828093
758001,26758825,70534
7508922,351684959,24433472
34153657,355466034,25274995
7410653,52915724,9118647
34153657,355466034,25274995
49699333,328160425,77196679
30262465,357622270,68775130
6759267,329919343,1963797
14012511,92570536,31557565
41898282,185143514,7437559
45553405,47389445,1342004
21091736,322819905,61609124
8517910,264169770,8158177
18458726,54800346,6154722
49699333,328160425,77196679
463230,5239942,1721772
7963044,274214725,23193179
65843722,162356927,38871878
12253808,351808210,81427367
26020997,153093579,18461506
21091736,322819905,61609124
26020997,153093579,18461506
11371776,100315623,6844498
131929,27596602,7069831
249955,2209077,878437
45124381,353838715,81780690
3327639,253691841,45888068
15531173,125012341,37894354
41898282,353146186,18197736
17450081,352906638,17045522
32193826,76445486,8069845
32543462,50436236,16318013
49699333,218834115,3332794
32193826,76445486,8069845
49699333,328160425,77196679
11371776,100315623,6844498
1032411,313648130,1982756
56815027,357135678,80041075
6628873,203250155,33056162
71148024,294727796,71562915
71148024,294727796,71562915
49699333,218834115,3332794
35613825,146225651,42724554
1032411,313648130,1982756
2053679,353313283,2639205
21091736,322819905,61609124
211696,354386424,81697263
1032411,313648130,1982756
49699333,153093579,18461506
49699333,328160425,77196679
162850,284864176,1961952
40893967,274376254,39153523
626985,3472187,992385
211696,354386424,81697263
8055242,21740844,792337
51818457,273208713,80180526
626985,3472187,992385
58389602,247679635,61006611
41898282,281500451,59348844
22507185,318563470,28006315
2268970,170539174,2531208
58389602,247679635,61006611
82445761,330134904,62547509
70955746,319653911,74011732
60552974,357887416,63709023
21091736,322819905,61609124
2123375,277621205,59408891
49699333,328160425,77196679
463230,4515746,1721772
25062005,79519649,25062035
5486036,349402000,692156
11089305,170350910,13752566
249955,2209077,878437
28583561,329176735,36731098
49699333,218834115,3332794
2458907,92666218,4932819
298721,8077957,2064170
79578,53614190,56974
298721,8077957,2064170
21091736,322819905,61609124
65283089,291047816,37367776
195327,245218045,13844975
41898282,68417565,454075
1878860,23649904,32083819
57407805,63855049,16047324
17311456,224663696,59030169
7861329,117247425,17744119
41898282,281500451,59348844
49699333,218834115,3332794
8517910,264168728,8158177
75476445,222436155,58079417
49699333,218834115,3332794
7861329,117247425,17744119
1580262,61280156,12655666
62343878,120231691,39036280
80667593,348576975,18273000
21091736,322819905,61609124
75476445,222436155,58079417
49087880,357889486,82514178
50759352,138361150,43716716
18497513,265881060,69768000
79414145,351826704,81429683
5181870,303705033,22743767
5120801,263892105,44785362
78487564,9478219,3179841
5120801,263892105,44785362
8862728,35726310,1609975
87657,53240802,15368746
29139614,190117656,51267080
57100766,82206054,6468105
42638489,357874795,82511473
695307,357885702,813822
8517910,264168728,8158177
21091736,322819905,61609124
56868,124329831,4594256
87657,53240802,15368746
76540804,14981376,6122353
40056287,715547,15981345
97896,232304562,38996451
47759732,190245054,51376203
1878860,23649904,32083819
131889,249420205,39300115
97896,232304562,38996451
3110235,88608345,9976052
11857529,257964457,32173827
18659982,51307016,56974
50250836,334916937,47058834
21091736,322819905,61609124
8517910,264168728,8158177
54898936,357679669,82472621
13647606,342497845,66381168
18659982,51307016,56974
6242259,20587599,47359
7644271,288349171,58245741
4953703,23431703,4953752
74347264,351826704,81429683
4953703,23431703,4953752
22076,108561770,33050221
1657201,105889163,473596
1345395,327593498,13570830
432127,168479288,16618068
21091736,322819905,61609124
22076,108561770,33050221
50794716,333674022,70937487
3863712,357782126,82492570
2663912,49970739,365230
195327,245218045,13844975
74347264,351826704,81429683
5314435,284791569,50574169
38854540,1148753,317776
8122308,157590294,22377696
31373245,357864564,28309529
8517910,264168728,8158177
22429695,106566098,391127
21091736,322819905,61609124
72373362,357093530,52394741
28384412,278958324,67552772
195327,245218045,13844975
4718998,207499644,8068250
13154123,97829006,30302791
56868,124320447,4594256
34593263,187690184,7613128
1956989,190146175,46812188
30620409,345043690,80096175
73468274,357159063,82379596
8517910,264168728,8158177
35907364,162672577,23534030
317464,179303735,3671647
35907364,162672577,23534030
30620409,345043690,80096175
3069354,197153676,34047804
3648029,121780177,57059
5718007,109872620,14176906
48014683,207895403,27079278
21091736,322819905,61609124
30189103,143446102,78380170
663576,22116308,3965132
1676039,667006,3287189
41898282,88639248,6693134
80678982,353200057,81663624
8517910,90270884,8158177
21335563,192335743,24954468
41898282,221861389,48535352
50794716,333674022,70937487
44860970,79306601,14838238
59541094,77403607,12224484
2084823,353284737,74656865
49699333,294453120,36018178
1607937,340908049,79406364
21091736,322819905,61609124
8757169,155513262,21159739
26409132,192632000,51932459
11292613,27579606,1121651
47407299,92238803,14957082
927145,299258791,54272111
27493959,330653175,13644056
5468166,322068,6654878
45124381,353838715,81780690
70410625,39464018,47359
438293,23667090,8656254
12048749,334149843,59870054
1983966,54595270,18039528
50794716,333674022,70937487
64833670,284946015,64837554
1983966,54595270,18039528
70955746,319653911,74011732
371041,216523370,63339871
41898282,248731041,49909774
36628483,338614771,16650333
21091736,322819905,61609124
41898282,353146186,18197736
1983966,54595270,18039528
43337675,340968714,79416956
49699333,294453120,36018178
1983966,54595270,18039528
8517910,49138417,8158177
765826,357392257,41027373
28389991,186430404,27008260
29545487,76874660,379216
70955746,319653911,74011732
68260236,4644745,1778935
1983966,54595270,18039528
52537007,191747755,31858908
2084823,353284737,74656865
50577633,238446115,11443205
273266,297749787,57783610
938705,145714856,34346705
49699333,294453120,36018178
39713261,154346970,47294743
26020997,153093579,18461506
1983966,54595270,18039528
72786719,357159063,82379596
18447861,242409432,61363221
21091736,322819905,61609124
46711949,123573182,5755339
25408780,342337212,63812019
46172032,323651234,68924597
11408557,152386408,525862
80667593,348576975,18273000
25408780,342337212,63812019
2501864,350247715,79185674
8517910,49138417,8158177
19728,357889447,72732719
821706,65478042,7530142
25408780,342337212,63812019
21091736,322819905,61609124
34969545,92376954,1673867
36628483,338614771,16650333
19728,357889447,72732719
53084840,354847027,81500485
27856297,142270557,15126440
26020997,153093579,18461506
58297459,286722917,20661562
1329837,66614524,995763
8517910,49138417,8158177
41898282,284791569,50574169
23336585,26262860,65394810
58186115,326730279,62751645
952243,7343461,870325
76996771,357122910,82204420
53108186,357889531,53108288
4091874,24195339,139426
4091874,24195339,139426
33906690,348755554,70260562
140689,13149527,1748818
70955746,319653911,74011732
59480337,45195614,15383019
52413434,10391073,3179841
145210,226187074,473334
59480337,45195614,15383019
46711949,123573182,5755339
2167869,117665194,46731024
22429695,333674197,31986857
21091736,322819905,61609124
8517910,63793328,8158177
64060861,52915724,9118647
2501864,350247715,79185674
76540804,104358587,1342004
3990482,14125815,3999730
8517910,49138417,8158177
7621043,188113049,7565578
13945069,79137062,11753480
54281882,270887418,57158033
21091736,322819905,61609124
49699333,320210471,525862
5948880,337151253,57182493
299848,341631350,47359
9127136,48009214,6154722
43463596,357267402,82401933
6208039,357873626,17159637
22051090,231360025,39733477
186131,19745004,6368483
56868,124321952,4594256
41898282,284791569,50574169
47759732,190245054,51376203
21091736,322819905,61609124
1830501,283982467,11848947
8639257,159005377,2232217
7694243,247278,94514
952243,7343461,870325
44648596,208284553,22500524
3245568,19853934,7466976
27856297,357872164,74677674
287034,348788771,64070190
14354636,124525499,35769962
44648596,208284553,22500524
37623,138320520,10927996
49699333,153093579,18461506
37623,138320520,10927996
75433959,171763756,792337
21091736,322819905,61609124
42167693,357159063,82379596
47739072,15928650,47359
42167693,357159063,82379596
20056892,64443757,19799179
33766435,351007531,80794113
31624528,14703238,2966316
7651755,32791976,7600578
75147517,316625790,75147583
75147517,316625790,75147583
7057912,39922362,8123023
42167693,357159063,82379596
67975258,350236514,68239076
7057912,39922362,8123023
73635276,308252274,73634596
21091736,322819905,61609124
15731862,238714111,11848947
18305255,150891532,314135
61277217,346742221,1673867
454443,124510032,1342004
26596258,6687936,8916057
14354636,124525499,35769962
75433959,19279458,33871048
26178822,4710920,47359
8639257,159005377,2232217
18284021,311690085,20126597
40053835,327711808,74903619
40487135,323317963,50699981
21091736,322819905,61609124
16467095,34727873,131943
8394505,254454731,17256228
26409132,28782747,17131925
32450951,334911450,14123296
67975258,350236514,68239076
191335,22456440,995763
5061840,79114815,1478241
196589,316556151,75135805
35907364,162672577,23534030
5061840,79114815,1478241
1032411,313648130,1982756
5061840,79114815,1478241
21091736,322819905,61609124
35907364,162672577,23534030
45124381,353838715,81780690
7771436,44662669,34743864
82504943,17620347,9141961
21140798,6520784,8070735
26680884,341905957,40231562
7892868,113106184,25301026
58297459,286722917,20661562
16273,32075372,33516590
53602800,193711318,2835506
5046738,272429841,1900859
5046738,272429841,1900859
26888375,160527710,44217775
47516336,314186970,59836348
1446224,157166750,62133242
45963921,357882701,82513085
64833670,284946015,64837554
21091736,322819905,61609124
58297459,286722917,20661562
45963921,357882701,82513085
45739737,260869634,72519716
145564,221284423,792337
3228183,14049216,5765104
1446224,157166750,62133242
18002923,269647688,4243232
20165378,306644804,35997074
32525609,182373174,1503512
16001442,43760104,13364239
21091736,322819905,61609124
1427063,223953048,44362833
1582954,215077314,51930108
662545,140950143,11784872
29900845,2579069,24832801
81479191,352703670,8825476
4099109,211376372,49998002
471354,11727301,5038441
17011,35877412,16785467
70911038,124914515,37181187
7882645,234313690,49533052
7882645,234313690,49533052
1582954,215077314,51930108
1446224,157166750,62133242
1728657,27185284,8892251
30960441,137734055,28789399
76540804,321853986,18461506
1728657,27185284,8892251
58297459,286722917,20661562
82514004,28538501,79858588
1913468,155573461,38279442
717717,263223080,3006190
22507185,318563470,28006315
21091736,322819905,61609124
30960441,137734055,28789399
7882645,234313690,49533052
8960296,7833168,6764390
75433959,142336347,792337
39854,46661120,10014065
46711949,123573182,5755339
31692,218023289,56826428
19755308,52331602,9032431
47759732,190245054,51376203
18659982,51764062,9215699
21655,173923175,644666
751171,314063159,73859586
53108186,357889581,53108288
21091736,322819905,61609124
19728,357889585,72732719
1376924,104528436,9141961
463230,7548986,958072
7499570,263058832,4621061
28998978,19114225,6001145
74347264,351826704,81429683
47759732,190245054,51376203
60684417,46806184,15859888
20056436,222172014,6911160
38059171,28257573,5549034
22654672,11637399,3137042
1527829,17630288,6918706
32679304,309474524,18195825
44528277,260495504,71063026
16647625,89649360,27931071
16647625,89649360,27931071
4861515,98502032,28995775
38059171,28257573,5549034
8063685,144705602,27521938
32763925,119246961,31986857
69458664,286428067,63802000
21091736,322819905,61609124
2458907,92666218,4932819
4861515,98502032,28995775
19728,357889585,72732719
197522,322542582,29087321
25499388,256330219,54652735
150774,37959054,3924451
1527829,17630288,6918706
2794419,311485110,81588644
16523764,75681209,61997782
110873,80641720,22326421
13592640,11969507,2226336
46441813,55072677,37794290
195327,245218045,13844975
2794419,311485110,81588644
5718007,109872620,14176906
1582954,215077314,51930108
45942572,147497474,42994484
22654672,11637399,3137042
74347264,351826704,81429683
8710980,321974464,701646
46711949,123573182,5755339
14125601,195441801,36890935
4997960,292651544,70719861
4587658,99101543,7556340
21091736,322819905,61609124
3187454,192640529,48309720
82119733,223208481,4984788
8517910,264169770,8158177
32535494,266823311,55704271
65614239,265391486,1492758
7962097,248416042,2786364
21091736,322819905,61609124
45942572,147497474,42994484
57260417,166515022,34147222
17053076,209048102,63786662
22956341,206213815,59082378
20056436,222172014,6911160
78132779,108706901,36115574
45942572,147497474,42994484
754478,103426458,33477112
5796460,55072677,37794290
1479980,322394142,9141961
199241,101384602,16495055
45942572,147497474,42994484
21091736,322819905,61609124
1479980,322394142,9141961
1308795,170713635,69515879
318262,52028291,636956
203261,299867499,72097027
25344101,301151089,67983243
35613825,248416042,2786364
71242396,206213815,59082378
2324340,333441743,67655141
81454294,352100465,81471623
32763925,119246961,31986857
3043638,139867270,38147356
36665287,328788995,77301139
21091736,322819905,61609124
1312546,109401999,17131925
70194182,185143514,7437559
32763925,119246961,31986857
30140,235538797,43882302
70194182,185143514,7437559
754478,103426458,33477112
4132888,319889136,48305528
5096002,305012561,72995074
3043638,139867270,38147356
32763925,119246961,31986857
81656365,354175040,81838863
81804135,56711411,7594277
41898282,281500451,59348844
113727,110759796,35786875
1090811,77796509,19631280
21091736,322819905,61609124
28134523,81634683,24632470
10171186,56690117,47350988
45124381,353838715,81780690
195327,245218045,13844975
10274099,164221924,45698031
13791720,104528436,9141961
4660275,142779680,52535716
9630324,34859730,10882735
41898282,17939040,4984562
2100379,323925215,2446477
46172032,323651234,68924597
49842941,257044439,54962150
195327,245218045,13844975
41898282,281500451,59348844
20099589,152878952,43161188
2053679,353313283,2639205
21091736,322819905,61609124
4522947,301793434,9828093
27856297,188457198,932489
10401006,51141813,7152524
67476347,345141689,70953174
5756858,20587599,47359
77387810,352739008,76554269
5756858,20587599,47359
5756858,20587599,47359
5718007,109872620,14176906
721211,173741336,2079064
20555183,201270687,9465219
67975258,350236514,68239076
924196,97311017,32097581
9011267,29078997,9141961
22344481,133134007,37325267
924196,97311017,32097581
21091736,322819905,61609124
4399574,33770699,3494069
45370463,110198384,12301619
31692,218023289,56826428
4956425,1257070,565913
924196,97311017,32097581
45370463,110198384,12301619
39514782,266748005,11848947
54281882,273106075,57158033
563412,357889451,68994199
45942572,174297762,42994484
9429286,343051652,25566374
4956425,1257070,565913
39814207,342873768,68529240
9011267,29078997,9141961
9011267,29078997,9141961
695720,60016458,14022058
6407816,294372718,4570681
33484802,107318996,2531208
9011267,29078997,9141961
39605375,330917749,77664833
62543621,249366219,62538189
241947,76256113,12909177
11350965,357160713,82380222
27856297,188457198,932489
1032411,313648130,1982756
39742729,335608208,78414617
69243854,171861240,19837565
21091736,322819905,61609124
8517910,90270884,8158177
197522,322542582,29087321
27493959,330653175,13644056
30436457,215269154,50043767
197522,322542582,29087321
10604229,290175689,3778081
74480058,90320494,38895825
45942572,174297762,42994484
22956341,206213815,59082378
35907364,162672577,23534030
1284783,327014773,4368191
35907364,162672577,23534030
197522,322542582,29087321
8660918,293927752,68873540
476823,200896124,549085
41898282,357874795,82511473
10604229,290175689,3778081
693851,63958926,1149235
7963044,274214725,23193179
82119733,264776054,4000378
7963044,274214725,23193179
21091736,322819905,61609124
45942572,174297762,42994484
26535726,133296782,40261547
8517910,264190944,8158177
60642441,267829664,11848947
30046214,248790367,62412798
68578,136232339,8115255
26535726,133296782,40261547
41898282,90320494,38895825
693851,63958926,1149235
45942572,174297762,42994484
13592640,5581406,2226336
32679304,309474524,18195825
61378339,348622526,41892903
65850818,3234987,1363778
41898282,90320494,38895825
26535726,133296782,40261547
21091736,322819905,61609124
1408093,45423600,7526438
2197936,112578712,11848947
58063491,27631673,6154722
26535726,133296782,40261547
49699333,44196078,15040539
39814207,342873768,68529240
71242396,206213815,59082378
31499293,351975489,79769446
2456926,2756223,878437
21091736,322819905,61609124
39814207,342873768,68529240
8517910,264190944,8158177
216089,105889163,473596
8517910,63793328,8158177
45370463,110178895,12301619
189835,40598815,11578470
1505614,59771425,19595895
208610,2048269,915384
33755974,288953714,878437
1677862,355451902,82082961
693851,63958926,1149235
3749690,121219345,596977
82511130,357872583,82511130
21091736,322819905,61609124
405278,82567026,6412433
5046738,272429841,1900859
5046738,272429841,1900859
58488577,225711552,56474836
405278,82567026,6412433
75433959,145459709,792337
45370463,110178895,12301619
8517910,264190944,8158177
405278,82567026,6412433
48014683,222511299,27079278
21091736,322819905,61609124
8517910,264168728,8158177
528003,341603042,74333689
8517910,49138417,8158177
1363348,341516334,3928594
39514782,307979713,72563956
8517910,63793328,8158177
9011267,29078997,9141961
4407464,293557923,32361864
9011267,29078997,9141961
43043684,329612117,19683373
30189103,221284423,792337
1121256,90818294,25860912
7578046,201430782,391127
7112768,152878952,43161188
8290187,265513278,35035472
21091736,322819905,61609124
819991,275079162,67427282
8517910,264190944,8158177
18446565,168008797,6154722
56475715,274711817,65599589
528003,341603042,74333689
8517910,264168728,8158177
6235999,111455867,25111032
41898282,275993885,67620218
63429993,49765480,13424735
6235999,111455867,25111032
2570854,76445486,8069845
41898282,145714856,34346705
8517910,49138417,8158177
2570854,76445486,8069845
67792088,11981144,5187764
11861797,337837852,1628864
81454294,352100465,81471623
7321872,272954204,60990550
21091736,322819905,61609124
2228672,68417565,454075
38756320,47018239,34022344
52603374,345338153,79936452
1122795,184460,319983
16123494,96355495,3458585
81454294,352100465,81471623
22663880,2310495,1015767
8517910,264190944,8158177
45942572,157226819,42994484
8517910,264168728,8158177
45124381,353838715,81780690
8517910,49138417,8158177
61782165,243623722,61564212
21091736,322819905,61609124
30140,235538797,43882302
35106583,13488875,4490072
61003543,240839636,42564322
246745,4542716,487568
282869,51449239,5421563
128908,353607417,64552113
27856297,73240229,339134
182601,350228332,63270280
56868,124321952,4594256
58623197,117377862,33683699
45942572,157226819,42994484
8577318,330365289,600935
7882645,234313690,49533052
45942572,157226819,42994484
36490558,100718951,11897326
1845314,49140835,7366472
81454294,352100465,81471623
7882645,234313690,49533052
120108,255620078,3996079
76967569,356623867,79134502
7882645,234313690,49533052
82432302,357015308,82242481
2863246,89241142,28631236
1741680,3786237,1453152
45942572,157226819,42994484
43237426,235538797,43882302
294689,311701406,6764390
76967569,356623867,79134502
21091736,322819905,61609124
36490558,100718951,11897326
27856297,73240229,339134
1741680,3786237,1453152
43237426,235538797,43882302
8517910,264168728,8158177
76967569,356623867,79134502
59223034,43160685,4921959
9011267,29078997,9141961
9011267,29078997,9141961
528003,341603042,74333689
41753422,52308441,11767950
2115686,715547,15981345
8517910,264190944,8158177
66636702,15055717,4052902
528003,341603042,74333689
11425633,59771425,19595895
75433959,75224144,792337
7241074,343326289,79582142
2053679,353313283,2639205
11425633,59771425,19595895
54734002,322201995,70442962
21091736,322819905,61609124
2053679,353313283,2639205
46441813,334274271,80134844
35907364,162672577,23534030
52673,223485832,5713248
5718007,109872620,14176906
3110235,88608345,9976052
35907364,162672577,23534030
49699333,44196078,15040539
29701056,356164025,75315754
54081388,191932224,49439893
8517910,264190944,8158177
21091736,322819905,61609124
418311,296369718,1459110
9305308,79723839,24789812
2228672,68417565,454075
45380,120932117,35347142
41898282,142864135,12741939
3586757,263892105,44785362
63493438,342337212,63812019
72858053,94910222,22817111
26596258,6687936,8916057
63493438,342337212,63812019
3205505,271250363,72999283
112888,3638964,1507452
3586757,263892105,44785362
1491826,132621923,43028295
8517910,264169770,8158177
21091736,322819905,61609124
5120801,263892105,44785362
2084823,353284737,74656865
142037,2686502,686745
24608428,92420906,6666450
79573725,345367554,70589313
39299606,258444145,64250183
1491826,101155205,25748221
3398061,211929274,24584093
7882645,234313690,49533052
58063491,27631673,6154722
9232216,141598983,792337
8517910,264190944,8158177
27856297,73240229,339134
7334746,344604575,71868959
7338432,203461390,16785467
27954533,51520488,71971
45942572,157375679,42994484
244946,188299874,12909177
11599205,271375912,22500831
295709,143174860,41202072
80158743,16408992,6471485
1322949,274067880,1853030
6827832,204673466,6483709
64456168,185352821,5185222
21091736,322819905,61609124
64456168,185352821,5185222
155810,258750,1439844
6827832,204673466,6483709
74989722,60109865,6318500
14125601,195441801,36890935
45942572,157375679,42994484
155810,258750,1439844
79581143,2126244,2918581
1433047,250300899,48618116
6607455,135177880,3869752
5939016,158633072,41387246
303028,167949443,78804706
59825647,92238803,14957082
27856297,73240229,339134
10369327,178795182,37326490
7046769,352283252,49559152
10387289,211268175,46584670
20910904,28449431,14364730
45942572,157375679,42994484
16405812,325327083,75330006
46441813,165041732,62791634
1550771,173786113,45401244
45942572,157375679,42994484
8517910,264190944,8158177
9011267,29078997,9141961
5939016,158633072,41387246
9011267,29078997,9141961
49699333,44196078,15040539
21091736,322819905,61609124
27856297,73240229,339134
26927973,357889720,82403423
32476,357857468,37416606
26596258,6687936,8916057
65412,240641949,61072713
21091736,322819905,61609124
53084840,283131605,81500485
58084615,350672056,47352676
4948913,344485792,1683025
8517910,264190944,8158177
9382674,58876201,15652042
463230,7548986,958072
18313471,47238566,76960940
10274099,203114370,45698031
1580262,37720947,12655666
73386090,307702666,60952665
4101015,266274883,31523682
4948913,344485792,1683025
4101015,266274883,31523682
49699333,44196078,15040539
41898282,65214191,30125649
59409713,30589550,10297107
7338432,203461390,16785467
3471491,183483988,50037962
509703,120268376,9602455
21091736,322819905,61609124
56070754,86604804,8524313
75147517,316625790,75147583
159686,118633936,33670207
1657201,105889163,473596
46588494,260311408,47870548
